"Treatment","Crop","MD","Trap","Date","total_now","males","prop_males","attractant","phero_lure"
"PpoCombo","Alm","No",311,2017-06-15,10,6,0.6,"PPO","Pheromone lure"
"PpoCombo","Alm","No",311,2017-06-28,93,72,0.774193548387097,"PPO","Pheromone lure"
"PpoCombo","Alm","No",311,2017-07-06,88,69,0.784090909090909,"PPO","Pheromone lure"
"PpoCombo","Alm","No",311,2017-07-11,27,20,0.740740740740741,"PPO","Pheromone lure"
"PpoCombo","Alm","No",311,2017-07-20,12,8,0.666666666666667,"PPO","Pheromone lure"
"PpoCombo","Alm","No",311,2017-08-01,138,109,0.789855072463768,"PPO","Pheromone lure"
"PpoCombo","Alm","No",311,2017-08-08,51,40,0.784313725490196,"PPO","Pheromone lure"
"PpoCombo","Alm","No",311,2017-08-23,56,51,0.910714285714286,"PPO","Pheromone lure"
"PpoCombo","Alm","No",325,2017-06-15,11,8,0.727272727272727,"PPO","Pheromone lure"
"PpoCombo","Alm","No",325,2017-07-06,1,1,1,"PPO","Pheromone lure"
"PpoCombo","Alm","No",325,2017-07-20,20,15,0.75,"PPO","Pheromone lure"
"PpoCombo","Alm","No",325,2017-07-27,20,14,0.7,"PPO","Pheromone lure"
"PpoCombo","Alm","No",325,2017-08-01,52,33,0.634615384615385,"PPO","Pheromone lure"
"PpoCombo","Alm","No",325,2017-08-08,51,40,0.784313725490196,"PPO","Pheromone lure"
"PpoCombo","Alm","No",325,2017-08-23,37,34,0.918918918918919,"PPO","Pheromone lure"
"PpoCombo","Alm","No",334,2017-06-15,9,6,0.666666666666667,"PPO","Pheromone lure"
"PpoCombo","Alm","No",334,2017-06-28,64,51,0.796875,"PPO","Pheromone lure"
"PpoCombo","Alm","No",334,2017-07-06,13,13,1,"PPO","Pheromone lure"
"PpoCombo","Alm","No",334,2017-07-11,24,20,0.833333333333333,"PPO","Pheromone lure"
"PpoCombo","Alm","No",334,2017-07-20,19,15,0.789473684210526,"PPO","Pheromone lure"
"PpoCombo","Alm","No",334,2017-08-01,50,26,0.52,"PPO","Pheromone lure"
"PpoCombo","Alm","No",334,2017-08-08,33,24,0.727272727272727,"PPO","Pheromone lure"
"PpoCombo","Alm","No",334,2017-08-23,32,24,0.75,"PPO","Pheromone lure"
"PpoCombo","Alm","No",344,2017-06-15,8,8,1,"PPO","Pheromone lure"
"PpoCombo","Alm","No",344,2017-06-28,46,31,0.673913043478261,"PPO","Pheromone lure"
"PpoCombo","Alm","No",344,2017-07-06,58,47,0.810344827586207,"PPO","Pheromone lure"
"PpoCombo","Alm","No",344,2017-07-11,24,22,0.916666666666667,"PPO","Pheromone lure"
"PpoCombo","Alm","No",344,2017-07-20,16,14,0.875,"PPO","Pheromone lure"
"PpoCombo","Alm","No",344,2017-08-01,48,44,0.916666666666667,"PPO","Pheromone lure"
"PpoCombo","Alm","No",344,2017-08-08,39,31,0.794871794871795,"PPO","Pheromone lure"
"PpoCombo","Alm","No",344,2017-08-23,28,23,0.821428571428571,"PPO","Pheromone lure"
"PpoCombo","Alm","No",354,2017-06-15,7,7,1,"PPO","Pheromone lure"
"PpoCombo","Alm","No",354,2017-06-22,4,4,1,"PPO","Pheromone lure"
"PpoCombo","Alm","No",354,2017-07-06,105,82,0.780952380952381,"PPO","Pheromone lure"
"PpoCombo","Alm","No",354,2017-07-11,24,19,0.791666666666667,"PPO","Pheromone lure"
"PpoCombo","Alm","No",354,2017-07-20,18,16,0.888888888888889,"PPO","Pheromone lure"
"PpoCombo","Alm","No",354,2017-07-27,14,13,0.928571428571429,"PPO","Pheromone lure"
"PpoCombo","Alm","No",354,2017-08-01,94,68,0.723404255319149,"PPO","Pheromone lure"
"PpoCombo","Alm","No",354,2017-08-08,50,31,0.62,"PPO","Pheromone lure"
"PpoCombo","Alm","No",354,2017-08-23,24,18,0.75,"PPO","Pheromone lure"
"PpoCombo","Alm","No",364,2017-06-15,9,6,0.666666666666667,"PPO","Pheromone lure"
"PpoCombo","Alm","No",364,2017-06-28,103,86,0.83495145631068,"PPO","Pheromone lure"
"PpoCombo","Alm","No",364,2017-07-06,83,62,0.746987951807229,"PPO","Pheromone lure"
"PpoCombo","Alm","No",364,2017-07-11,30,21,0.7,"PPO","Pheromone lure"
"PpoCombo","Alm","No",364,2017-07-20,24,21,0.875,"PPO","Pheromone lure"
"PpoCombo","Alm","No",364,2017-07-27,11,10,0.909090909090909,"PPO","Pheromone lure"
"PpoCombo","Alm","No",364,2017-08-01,54,46,0.851851851851852,"PPO","Pheromone lure"
"PpoCombo","Alm","No",364,2017-08-08,44,34,0.772727272727273,"PPO","Pheromone lure"
"PpoCombo","Alm","No",364,2017-08-23,13,9,0.692307692307692,"PPO","Pheromone lure"
"PpoCombo","Alm","No",372,2017-06-15,4,4,1,"PPO","Pheromone lure"
"PpoCombo","Alm","No",372,2017-06-22,45,38,0.844444444444444,"PPO","Pheromone lure"
"PpoCombo","Alm","No",372,2017-06-28,25,23,0.92,"PPO","Pheromone lure"
"PpoCombo","Alm","No",372,2017-07-06,64,55,0.859375,"PPO","Pheromone lure"
"PpoCombo","Alm","No",372,2017-07-11,15,11,0.733333333333333,"PPO","Pheromone lure"
"PpoCombo","Alm","No",372,2017-07-20,12,1,0.0833333333333333,"PPO","Pheromone lure"
"PpoCombo","Alm","No",372,2017-08-01,35,31,0.885714285714286,"PPO","Pheromone lure"
"PpoCombo","Alm","No",372,2017-08-08,32,23,0.71875,"PPO","Pheromone lure"
"PpoCombo","Alm","No",372,2017-08-23,62,41,0.661290322580645,"PPO","Pheromone lure"
"PpoCombo","Alm","No",383,2017-06-15,5,5,1,"PPO","Pheromone lure"
"PpoCombo","Alm","No",383,2017-06-22,29,25,0.862068965517241,"PPO","Pheromone lure"
"PpoCombo","Alm","No",383,2017-06-28,47,33,0.702127659574468,"PPO","Pheromone lure"
"PpoCombo","Alm","No",383,2017-07-06,43,34,0.790697674418605,"PPO","Pheromone lure"
"PpoCombo","Alm","No",383,2017-07-11,17,14,0.823529411764706,"PPO","Pheromone lure"
"PpoCombo","Alm","No",383,2017-07-20,5,5,1,"PPO","Pheromone lure"
"PpoCombo","Alm","No",383,2017-08-01,61,48,0.786885245901639,"PPO","Pheromone lure"
"PpoCombo","Alm","No",383,2017-08-08,19,18,0.947368421052632,"PPO","Pheromone lure"
"PpoCombo","Alm","No",383,2017-08-23,38,30,0.789473684210526,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",111,2017-06-15,13,8,0.615384615384615,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",111,2017-06-23,10,10,1,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",111,2017-07-05,23,18,0.782608695652174,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",111,2017-07-14,9,5,0.555555555555556,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",111,2017-07-18,11,9,0.818181818181818,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",111,2017-08-09,15,13,0.866666666666667,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",111,2017-08-15,44,31,0.704545454545455,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",111,2017-09-07,17,12,0.705882352941177,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",124,2017-06-15,9,7,0.777777777777778,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",124,2017-06-29,28,19,0.678571428571429,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",124,2017-07-05,18,14,0.777777777777778,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",124,2017-07-14,6,3,0.5,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",124,2017-07-18,8,4,0.5,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",124,2017-07-26,1,1,1,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",124,2017-08-02,3,1,0.333333333333333,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",124,2017-08-09,13,8,0.615384615384615,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",124,2017-08-15,30,19,0.633333333333333,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",124,2017-09-07,7,4,0.571428571428571,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",133,2017-06-15,5,5,1,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",133,2017-06-23,11,7,0.636363636363636,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",133,2017-06-29,30,23,0.766666666666667,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",133,2017-07-14,5,2,0.4,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",133,2017-07-18,7,5,0.714285714285714,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",133,2017-08-09,17,12,0.705882352941177,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",133,2017-08-15,32,24,0.75,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",133,2017-09-07,8,7,0.875,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",142,2017-06-15,1,1,1,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",142,2017-06-23,6,5,0.833333333333333,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",142,2017-07-05,19,17,0.894736842105263,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",142,2017-07-14,10,6,0.6,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",142,2017-07-18,4,2,0.5,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",142,2017-08-02,3,1,0.333333333333333,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",142,2017-08-09,20,14,0.7,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",142,2017-08-15,38,26,0.684210526315789,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",142,2017-09-07,7,5,0.714285714285714,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",152,2017-06-15,1,1,1,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",152,2017-06-23,12,7,0.583333333333333,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",152,2017-06-29,14,9,0.642857142857143,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",152,2017-07-05,11,10,0.909090909090909,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",152,2017-07-14,3,1,0.333333333333333,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",152,2017-07-18,5,3,0.6,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",152,2017-08-02,1,1,1,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",152,2017-08-09,17,14,0.823529411764706,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",152,2017-08-15,17,12,0.705882352941177,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",152,2017-09-07,7,5,0.714285714285714,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",164,2017-06-15,9,7,0.777777777777778,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",164,2017-06-23,20,14,0.7,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",164,2017-06-29,30,26,0.866666666666667,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",164,2017-07-05,19,16,0.842105263157895,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",164,2017-07-14,10,6,0.6,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",164,2017-07-18,10,9,0.9,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",164,2017-08-02,3,3,1,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",164,2017-08-15,48,33,0.6875,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",164,2017-09-07,10,7,0.7,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",173,2017-06-15,5,4,0.8,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",173,2017-06-23,16,13,0.8125,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",173,2017-06-29,21,11,0.523809523809524,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",173,2017-07-14,5,4,0.8,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",173,2017-07-18,13,8,0.615384615384615,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",173,2017-08-09,6,4,0.666666666666667,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",173,2017-08-15,16,14,0.875,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",173,2017-09-07,6,5,0.833333333333333,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",183,2017-06-15,9,5,0.555555555555556,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",183,2017-06-23,11,7,0.636363636363636,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",183,2017-06-29,27,16,0.592592592592593,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",183,2017-07-05,12,9,0.75,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",183,2017-07-14,9,4,0.444444444444444,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",183,2017-07-18,8,5,0.625,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",183,2017-08-02,3,2,0.666666666666667,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",183,2017-08-09,11,7,0.636363636363636,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",183,2017-08-15,42,33,0.785714285714286,"PPO","Pheromone lure"
"PpoCombo","Alm","Yes",183,2017-09-07,13,10,0.769230769230769,"PPO","Pheromone lure"
"PpoCombo","Pis","No",411,2017-06-15,6,0,0,"PPO","Pheromone lure"
"PpoCombo","Pis","No",411,2017-06-22,6,5,0.833333333333333,"PPO","Pheromone lure"
"PpoCombo","Pis","No",411,2017-06-28,11,11,1,"PPO","Pheromone lure"
"PpoCombo","Pis","No",411,2017-07-12,19,13,0.684210526315789,"PPO","Pheromone lure"
"PpoCombo","Pis","No",411,2017-07-20,15,11,0.733333333333333,"PPO","Pheromone lure"
"PpoCombo","Pis","No",411,2017-07-27,3,3,1,"PPO","Pheromone lure"
"PpoCombo","Pis","No",411,2017-08-01,11,8,0.727272727272727,"PPO","Pheromone lure"
"PpoCombo","Pis","No",411,2017-08-17,28,19,0.678571428571429,"PPO","Pheromone lure"
"PpoCombo","Pis","No",411,2017-08-24,28,19,0.678571428571429,"PPO","Pheromone lure"
"PpoCombo","Pis","No",424,2017-06-15,8,8,1,"PPO","Pheromone lure"
"PpoCombo","Pis","No",424,2017-06-22,7,5,0.714285714285714,"PPO","Pheromone lure"
"PpoCombo","Pis","No",424,2017-07-06,5,4,0.8,"PPO","Pheromone lure"
"PpoCombo","Pis","No",424,2017-07-12,8,8,1,"PPO","Pheromone lure"
"PpoCombo","Pis","No",424,2017-07-20,1,1,1,"PPO","Pheromone lure"
"PpoCombo","Pis","No",424,2017-07-27,1,1,1,"PPO","Pheromone lure"
"PpoCombo","Pis","No",424,2017-08-01,6,4,0.666666666666667,"PPO","Pheromone lure"
"PpoCombo","Pis","No",424,2017-08-17,16,14,0.875,"PPO","Pheromone lure"
"PpoCombo","Pis","No",424,2017-08-24,29,22,0.758620689655172,"PPO","Pheromone lure"
"PpoCombo","Pis","No",433,2017-06-15,10,7,0.7,"PPO","Pheromone lure"
"PpoCombo","Pis","No",433,2017-06-22,16,13,0.8125,"PPO","Pheromone lure"
"PpoCombo","Pis","No",433,2017-06-28,14,12,0.857142857142857,"PPO","Pheromone lure"
"PpoCombo","Pis","No",433,2017-07-06,14,12,0.857142857142857,"PPO","Pheromone lure"
"PpoCombo","Pis","No",433,2017-07-12,18,13,0.722222222222222,"PPO","Pheromone lure"
"PpoCombo","Pis","No",433,2017-07-20,10,6,0.6,"PPO","Pheromone lure"
"PpoCombo","Pis","No",433,2017-08-01,4,3,0.75,"PPO","Pheromone lure"
"PpoCombo","Pis","No",433,2017-08-17,13,10,0.769230769230769,"PPO","Pheromone lure"
"PpoCombo","Pis","No",433,2017-08-24,23,12,0.521739130434783,"PPO","Pheromone lure"
"PpoCombo","Pis","No",442,2017-06-15,9,7,0.777777777777778,"PPO","Pheromone lure"
"PpoCombo","Pis","No",442,2017-06-22,22,17,0.772727272727273,"PPO","Pheromone lure"
"PpoCombo","Pis","No",442,2017-06-28,22,18,0.818181818181818,"PPO","Pheromone lure"
"PpoCombo","Pis","No",442,2017-07-06,17,14,0.823529411764706,"PPO","Pheromone lure"
"PpoCombo","Pis","No",442,2017-07-12,25,18,0.72,"PPO","Pheromone lure"
"PpoCombo","Pis","No",442,2017-07-20,15,12,0.8,"PPO","Pheromone lure"
"PpoCombo","Pis","No",442,2017-08-01,18,11,0.611111111111111,"PPO","Pheromone lure"
"PpoCombo","Pis","No",442,2017-08-17,9,7,0.777777777777778,"PPO","Pheromone lure"
"PpoCombo","Pis","No",442,2017-08-24,24,17,0.708333333333333,"PPO","Pheromone lure"
"PpoCombo","Pis","No",454,2017-06-15,7,7,1,"PPO","Pheromone lure"
"PpoCombo","Pis","No",454,2017-06-22,11,9,0.818181818181818,"PPO","Pheromone lure"
"PpoCombo","Pis","No",454,2017-06-28,11,9,0.818181818181818,"PPO","Pheromone lure"
"PpoCombo","Pis","No",454,2017-07-06,24,18,0.75,"PPO","Pheromone lure"
"PpoCombo","Pis","No",454,2017-07-12,16,13,0.8125,"PPO","Pheromone lure"
"PpoCombo","Pis","No",454,2017-07-20,21,16,0.761904761904762,"PPO","Pheromone lure"
"PpoCombo","Pis","No",454,2017-07-27,3,2,0.666666666666667,"PPO","Pheromone lure"
"PpoCombo","Pis","No",454,2017-08-01,12,8,0.666666666666667,"PPO","Pheromone lure"
"PpoCombo","Pis","No",454,2017-08-17,28,22,0.785714285714286,"PPO","Pheromone lure"
"PpoCombo","Pis","No",454,2017-08-24,32,21,0.65625,"PPO","Pheromone lure"
"PpoCombo","Pis","No",463,2017-06-15,7,6,0.857142857142857,"PPO","Pheromone lure"
"PpoCombo","Pis","No",463,2017-06-22,14,12,0.857142857142857,"PPO","Pheromone lure"
"PpoCombo","Pis","No",463,2017-06-28,10,7,0.7,"PPO","Pheromone lure"
"PpoCombo","Pis","No",463,2017-07-06,8,5,0.625,"PPO","Pheromone lure"
"PpoCombo","Pis","No",463,2017-07-12,17,13,0.764705882352941,"PPO","Pheromone lure"
"PpoCombo","Pis","No",463,2017-07-20,15,11,0.733333333333333,"PPO","Pheromone lure"
"PpoCombo","Pis","No",463,2017-07-27,1,1,1,"PPO","Pheromone lure"
"PpoCombo","Pis","No",463,2017-08-01,5,3,0.6,"PPO","Pheromone lure"
"PpoCombo","Pis","No",463,2017-08-17,18,16,0.888888888888889,"PPO","Pheromone lure"
"PpoCombo","Pis","No",463,2017-08-24,28,17,0.607142857142857,"PPO","Pheromone lure"
"PpoCombo","Pis","No",472,2017-06-15,6,5,0.833333333333333,"PPO","Pheromone lure"
"PpoCombo","Pis","No",472,2017-06-22,12,9,0.75,"PPO","Pheromone lure"
"PpoCombo","Pis","No",472,2017-06-28,2,2,1,"PPO","Pheromone lure"
"PpoCombo","Pis","No",472,2017-07-06,3,3,1,"PPO","Pheromone lure"
"PpoCombo","Pis","No",472,2017-07-12,1,1,1,"PPO","Pheromone lure"
"PpoCombo","Pis","No",472,2017-07-20,22,15,0.681818181818182,"PPO","Pheromone lure"
"PpoCombo","Pis","No",472,2017-07-27,22,17,0.772727272727273,"PPO","Pheromone lure"
"PpoCombo","Pis","No",472,2017-08-01,4,3,0.75,"PPO","Pheromone lure"
"PpoCombo","Pis","No",472,2017-08-17,23,12,0.521739130434783,"PPO","Pheromone lure"
"PpoCombo","Pis","No",472,2017-08-24,16,13,0.8125,"PPO","Pheromone lure"
"PpoCombo","Pis","No",483,2017-06-15,14,10,0.714285714285714,"PPO","Pheromone lure"
"PpoCombo","Pis","No",483,2017-06-22,29,23,0.793103448275862,"PPO","Pheromone lure"
"PpoCombo","Pis","No",483,2017-06-28,32,25,0.78125,"PPO","Pheromone lure"
"PpoCombo","Pis","No",483,2017-07-06,29,23,0.793103448275862,"PPO","Pheromone lure"
"PpoCombo","Pis","No",483,2017-07-12,17,13,0.764705882352941,"PPO","Pheromone lure"
"PpoCombo","Pis","No",483,2017-07-20,13,10,0.769230769230769,"PPO","Pheromone lure"
"PpoCombo","Pis","No",483,2017-07-27,13,9,0.692307692307692,"PPO","Pheromone lure"
"PpoCombo","Pis","No",483,2017-08-01,17,13,0.764705882352941,"PPO","Pheromone lure"
"PpoCombo","Pis","No",483,2017-08-17,31,24,0.774193548387097,"PPO","Pheromone lure"
"PpoCombo","Pis","No",483,2017-08-24,27,16,0.592592592592593,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",213,2017-06-23,6,5,0.833333333333333,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",213,2017-06-29,5,3,0.6,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",213,2017-07-05,20,13,0.65,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",213,2017-07-14,12,10,0.833333333333333,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",213,2017-07-18,2,1,0.5,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",213,2017-08-02,2,1,0.5,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",213,2017-08-09,30,18,0.6,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",213,2017-08-15,47,29,0.617021276595745,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",213,2017-09-05,6,5,0.833333333333333,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",225,2017-07-05,10,4,0.4,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",225,2017-07-14,29,23,0.793103448275862,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",225,2017-07-18,17,11,0.647058823529412,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",225,2017-08-02,6,4,0.666666666666667,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",225,2017-08-09,28,17,0.607142857142857,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",225,2017-08-15,50,31,0.62,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",225,2017-09-05,11,7,0.636363636363636,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",231,2017-06-15,1,1,1,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",231,2017-06-23,2,1,0.5,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",231,2017-06-29,1,1,1,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",231,2017-07-05,10,4,0.4,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",231,2017-07-14,11,5,0.454545454545455,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",231,2017-07-18,2,2,1,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",231,2017-08-02,6,5,0.833333333333333,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",231,2017-08-09,31,21,0.67741935483871,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",231,2017-08-15,22,13,0.590909090909091,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",231,2017-09-05,4,3,0.75,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",241,2017-06-23,3,2,0.666666666666667,"PPO","Pheromone lure"
"PpoCombo","Pis","Yes",241,2017-06-29,4,1,0.25,"PPO","Pheromone lure"
