"TrtCode","Treatment","Rep","TrapID","Site","Crop","MD","Count","Male","EndDate","StartDate","prop_males","attractant","phero_lure"
"C","PpoCombo","2",421,"Kettleman","Pis","No",24,24,2018-04-27,2018-04-13,1,"PPO","Pheromone lure"
"C","PpoCombo","3",433,"Kettleman","Pis","No",26,24,2018-04-27,2018-04-13,0.923076923076923,"PPO","Pheromone lure"
"C","PpoCombo","4",441,"Kettleman","Pis","No",15,13,2018-04-27,2018-04-13,0.866666666666667,"PPO","Pheromone lure"
"C","PpoCombo","5",454,"Kettleman","Pis","No",22,18,2018-04-27,2018-04-13,0.818181818181818,"PPO","Pheromone lure"
"C","PpoCombo","6",461,"Kettleman","Pis","No",27,27,2018-04-27,2018-04-13,1,"PPO","Pheromone lure"
"C","PpoCombo","7",473,"Kettleman","Pis","No",28,21,2018-04-27,2018-04-13,0.75,"PPO","Pheromone lure"
"C","PpoCombo","8",485,"Kettleman","Pis","No",40,34,2018-04-27,2018-04-13,0.85,"PPO","Pheromone lure"
"C","PpoCombo","1",413,"Kettleman","Pis","No",12,11,2018-05-07,2018-04-27,0.916666666666667,"PPO","Pheromone lure"
"C","PpoCombo","2",421,"Kettleman","Pis","No",14,13,2018-05-07,2018-04-27,0.928571428571429,"PPO","Pheromone lure"
"C","PpoCombo","3",433,"Kettleman","Pis","No",24,22,2018-05-07,2018-04-27,0.916666666666667,"PPO","Pheromone lure"
"C","PpoCombo","4",441,"Kettleman","Pis","No",14,14,2018-05-07,2018-04-27,1,"PPO","Pheromone lure"
"C","PpoCombo","5",454,"Kettleman","Pis","No",18,16,2018-05-07,2018-04-27,0.888888888888889,"PPO","Pheromone lure"
"C","PpoCombo","6",461,"Kettleman","Pis","No",16,16,2018-05-07,2018-04-27,1,"PPO","Pheromone lure"
"C","PpoCombo","7",473,"Kettleman","Pis","No",20,18,2018-05-07,2018-04-27,0.9,"PPO","Pheromone lure"
"C","PpoCombo","8",485,"Kettleman","Pis","No",24,22,2018-05-07,2018-04-27,0.916666666666667,"PPO","Pheromone lure"
"C","PpoCombo","1",413,"Kettleman","Pis","No",8,6,2018-05-17,2018-05-04,0.75,"PPO","Pheromone lure"
"C","PpoCombo","2",421,"Kettleman","Pis","No",4,2,2018-05-17,2018-05-04,0.5,"PPO","Pheromone lure"
"C","PpoCombo","3",433,"Kettleman","Pis","No",4,3,2018-05-17,2018-05-04,0.75,"PPO","Pheromone lure"
"C","PpoCombo","4",441,"Kettleman","Pis","No",16,13,2018-05-17,2018-05-04,0.8125,"PPO","Pheromone lure"
"C","PpoCombo","5",454,"Kettleman","Pis","No",14,12,2018-05-17,2018-05-04,0.857142857142857,"PPO","Pheromone lure"
"C","PpoCombo","6",461,"Kettleman","Pis","No",14,12,2018-05-17,2018-05-04,0.857142857142857,"PPO","Pheromone lure"
"C","PpoCombo","7",473,"Kettleman","Pis","No",13,11,2018-05-17,2018-05-04,0.846153846153846,"PPO","Pheromone lure"
"C","PpoCombo","8",485,"Kettleman","Pis","No",15,12,2018-05-17,2018-05-04,0.8,"PPO","Pheromone lure"
"C","PpoCombo","1",413,"Kettleman","Pis","No",6,5,2018-05-24,2018-05-17,0.833333333333333,"PPO","Pheromone lure"
"C","PpoCombo","2",421,"Kettleman","Pis","No",6,6,2018-05-24,2018-05-17,1,"PPO","Pheromone lure"
"C","PpoCombo","3",433,"Kettleman","Pis","No",5,4,2018-05-24,2018-05-17,0.8,"PPO","Pheromone lure"
"C","PpoCombo","4",441,"Kettleman","Pis","No",8,8,2018-05-24,2018-05-17,1,"PPO","Pheromone lure"
"C","PpoCombo","5",454,"Kettleman","Pis","No",7,7,2018-05-24,2018-05-17,1,"PPO","Pheromone lure"
"C","PpoCombo","6",461,"Kettleman","Pis","No",14,13,2018-05-24,2018-05-17,0.928571428571429,"PPO","Pheromone lure"
"C","PpoCombo","7",473,"Kettleman","Pis","No",16,14,2018-05-24,2018-05-17,0.875,"PPO","Pheromone lure"
"C","PpoCombo","8",485,"Kettleman","Pis","No",11,10,2018-05-24,2018-05-17,0.909090909090909,"PPO","Pheromone lure"
"C","PpoCombo","1",413,"Kettleman","Pis","No",5,5,2018-05-29,2018-05-24,1,"PPO","Pheromone lure"
"C","PpoCombo","2",421,"Kettleman","Pis","No",6,4,2018-05-29,2018-05-24,0.666666666666667,"PPO","Pheromone lure"
"C","PpoCombo","3",433,"Kettleman","Pis","No",8,7,2018-05-29,2018-05-24,0.875,"PPO","Pheromone lure"
"C","PpoCombo","4",441,"Kettleman","Pis","No",7,5,2018-05-29,2018-05-24,0.714285714285714,"PPO","Pheromone lure"
"C","PpoCombo","5",454,"Kettleman","Pis","No",7,6,2018-05-29,2018-05-24,0.857142857142857,"PPO","Pheromone lure"
"C","PpoCombo","6",461,"Kettleman","Pis","No",5,3,2018-05-29,2018-05-24,0.6,"PPO","Pheromone lure"
"C","PpoCombo","7",473,"Kettleman","Pis","No",6,4,2018-05-29,2018-05-24,0.666666666666667,"PPO","Pheromone lure"
"C","PpoCombo","8",485,"Kettleman","Pis","No",9,7,2018-05-29,2018-05-24,0.777777777777778,"PPO","Pheromone lure"
"C","PpoCombo","1",413,"Kettleman","Pis","No",9,7,2018-06-07,2018-05-29,0.777777777777778,"PPO","Pheromone lure"
"C","PpoCombo","2",421,"Kettleman","Pis","No",7,6,2018-06-07,2018-05-29,0.857142857142857,"PPO","Pheromone lure"
"C","PpoCombo","4",441,"Kettleman","Pis","No",13,9,2018-06-07,2018-05-29,0.692307692307692,"PPO","Pheromone lure"
"C","PpoCombo","5",454,"Kettleman","Pis","No",19,13,2018-06-07,2018-05-29,0.684210526315789,"PPO","Pheromone lure"
"C","PpoCombo","6",461,"Kettleman","Pis","No",16,8,2018-06-07,2018-05-29,0.5,"PPO","Pheromone lure"
"C","PpoCombo","7",473,"Kettleman","Pis","No",27,18,2018-06-07,2018-05-29,0.666666666666667,"PPO","Pheromone lure"
"C","PpoCombo","8",485,"Kettleman","Pis","No",25,17,2018-06-07,2018-05-29,0.68,"PPO","Pheromone lure"
"C","PpoCombo","1",214,"VistaVerde","Pis","Yes",36,34,2018-04-30,2018-04-09,0.944444444444444,"PPO","Pheromone lure"
"C","PpoCombo","2",225,"VistaVerde","Pis","Yes",31,29,2018-04-30,2018-04-09,0.935483870967742,"PPO","Pheromone lure"
"C","PpoCombo","3",231,"VistaVerde","Pis","Yes",18,16,2018-04-30,2018-04-09,0.888888888888889,"PPO","Pheromone lure"
"C","PpoCombo","4",244,"VistaVerde","Pis","Yes",32,24,2018-04-30,2018-04-09,0.75,"PPO","Pheromone lure"
"C","PpoCombo","5",251,"VistaVerde","Pis","Yes",13,8,2018-04-30,2018-04-09,0.615384615384615,"PPO","Pheromone lure"
"C","PpoCombo","6",264,"VistaVerde","Pis","Yes",39,36,2018-04-30,2018-04-09,0.923076923076923,"PPO","Pheromone lure"
"C","PpoCombo","7",273,"VistaVerde","Pis","Yes",29,22,2018-04-30,2018-04-09,0.758620689655172,"PPO","Pheromone lure"
"C","PpoCombo","1",214,"VistaVerde","Pis","Yes",44,39,2018-05-08,2018-04-30,0.886363636363636,"PPO","Pheromone lure"
"C","PpoCombo","2",225,"VistaVerde","Pis","Yes",37,30,2018-05-08,2018-04-30,0.810810810810811,"PPO","Pheromone lure"
"C","PpoCombo","3",231,"VistaVerde","Pis","Yes",23,19,2018-05-08,2018-04-30,0.826086956521739,"PPO","Pheromone lure"
"C","PpoCombo","4",244,"VistaVerde","Pis","Yes",37,31,2018-05-08,2018-04-30,0.837837837837838,"PPO","Pheromone lure"
"C","PpoCombo","5",251,"VistaVerde","Pis","Yes",0,0,2018-05-08,2018-04-30,NA,"PPO","Pheromone lure"
"C","PpoCombo","6",264,"VistaVerde","Pis","Yes",40,30,2018-05-08,2018-04-30,0.75,"PPO","Pheromone lure"
"C","PpoCombo","7",273,"VistaVerde","Pis","Yes",5,5,2018-05-08,2018-04-30,1,"PPO","Pheromone lure"
"C","PpoCombo","1",214,"VistaVerde","Pis","Yes",21,18,2018-05-15,2018-05-08,0.857142857142857,"PPO","Pheromone lure"
"C","PpoCombo","2",225,"VistaVerde","Pis","Yes",15,11,2018-05-15,2018-05-08,0.733333333333333,"PPO","Pheromone lure"
"C","PpoCombo","3",231,"VistaVerde","Pis","Yes",17,14,2018-05-15,2018-05-08,0.823529411764706,"PPO","Pheromone lure"
"C","PpoCombo","4",244,"VistaVerde","Pis","Yes",18,13,2018-05-15,2018-05-08,0.722222222222222,"PPO","Pheromone lure"
"C","PpoCombo","5",251,"VistaVerde","Pis","Yes",10,5,2018-05-15,2018-05-08,0.5,"PPO","Pheromone lure"
"C","PpoCombo","6",264,"VistaVerde","Pis","Yes",12,10,2018-05-15,2018-05-08,0.833333333333333,"PPO","Pheromone lure"
"C","PpoCombo","7",273,"VistaVerde","Pis","Yes",3,2,2018-05-15,2018-05-08,0.666666666666667,"PPO","Pheromone lure"
"C","PpoCombo","8",284,"VistaVerde","Pis","Yes",14,9,2018-05-15,2018-05-08,0.642857142857143,"PPO","Pheromone lure"
"C","PpoCombo","1",214,"VistaVerde","Pis","Yes",5,5,2018-05-23,2018-05-15,1,"PPO","Pheromone lure"
"C","PpoCombo","2",225,"VistaVerde","Pis","Yes",3,2,2018-05-23,2018-05-15,0.666666666666667,"PPO","Pheromone lure"
"C","PpoCombo","3",231,"VistaVerde","Pis","Yes",4,4,2018-05-23,2018-05-15,1,"PPO","Pheromone lure"
"C","PpoCombo","4",244,"VistaVerde","Pis","Yes",5,4,2018-05-23,2018-05-15,0.8,"PPO","Pheromone lure"
"C","PpoCombo","5",251,"VistaVerde","Pis","Yes",5,3,2018-05-23,2018-05-15,0.6,"PPO","Pheromone lure"
"C","PpoCombo","6",264,"VistaVerde","Pis","Yes",6,4,2018-05-23,2018-05-15,0.666666666666667,"PPO","Pheromone lure"
"C","PpoCombo","7",273,"VistaVerde","Pis","Yes",0,0,2018-05-23,2018-05-15,NA,"PPO","Pheromone lure"
"C","PpoCombo","8",284,"VistaVerde","Pis","Yes",3,2,2018-05-23,2018-05-15,0.666666666666667,"PPO","Pheromone lure"
"C","PpoCombo","2",225,"VistaVerde","Pis","Yes",0,0,2018-05-31,2018-05-23,NA,"PPO","Pheromone lure"
"C","PpoCombo","3",231,"VistaVerde","Pis","Yes",0,0,2018-05-31,2018-05-23,NA,"PPO","Pheromone lure"
"C","PpoCombo","4",244,"VistaVerde","Pis","Yes",2,2,2018-05-31,2018-05-23,1,"PPO","Pheromone lure"
"C","PpoCombo","6",264,"VistaVerde","Pis","Yes",0,0,2018-05-31,2018-05-23,NA,"PPO","Pheromone lure"
"C","PpoCombo","7",273,"VistaVerde","Pis","Yes",0,0,2018-05-31,2018-05-23,NA,"PPO","Pheromone lure"
"C","PpoCombo","8",284,"VistaVerde","Pis","Yes",0,0,2018-05-31,2018-05-23,NA,"PPO","Pheromone lure"
"C","PpoCombo","1",214,"VistaVerde","Pis","Yes",5,3,2018-06-12,2018-05-31,0.6,"PPO","Pheromone lure"
"C","PpoCombo","2",225,"VistaVerde","Pis","Yes",3,3,2018-06-12,2018-05-31,1,"PPO","Pheromone lure"
"C","PpoCombo","3",231,"VistaVerde","Pis","Yes",0,0,2018-06-12,2018-05-31,NA,"PPO","Pheromone lure"
"C","PpoCombo","4",244,"VistaVerde","Pis","Yes",4,3,2018-06-12,2018-05-31,0.75,"PPO","Pheromone lure"
"C","PpoCombo","5",251,"VistaVerde","Pis","Yes",3,2,2018-06-12,2018-05-31,0.666666666666667,"PPO","Pheromone lure"
"C","PpoCombo","6",264,"VistaVerde","Pis","Yes",2,2,2018-06-12,2018-05-31,1,"PPO","Pheromone lure"
"C","PpoCombo","7",273,"VistaVerde","Pis","Yes",0,0,2018-06-12,2018-05-31,NA,"PPO","Pheromone lure"
"C","PpoCombo","8",284,"VistaVerde","Pis","Yes",5,2,2018-06-12,2018-05-31,0.4,"PPO","Pheromone lure"
"D","StopNow","1",313,"Kettleman","Alm","No",45,41,2018-04-27,2018-04-10,0.911111111111111,"Kairomone","No pheromone lure"
"D","StopNow","3",332,"Kettleman","Alm","No",38,32,2018-04-27,2018-04-10,0.842105263157895,"Kairomone","No pheromone lure"
"D","StopNow","4",342,"Kettleman","Alm","No",22,22,2018-04-27,2018-04-10,1,"Kairomone","No pheromone lure"
"D","StopNow","5",352,"Kettleman","Alm","No",65,61,2018-04-27,2018-04-10,0.938461538461538,"Kairomone","No pheromone lure"
"D","StopNow","6",362,"Kettleman","Alm","No",78,69,2018-04-27,2018-04-10,0.884615384615385,"Kairomone","No pheromone lure"
"D","StopNow","7",372,"Kettleman","Alm","No",11,11,2018-04-27,2018-04-10,1,"Kairomone","No pheromone lure"
"D","StopNow","8",382,"Kettleman","Alm","No",40,38,2018-04-27,2018-04-10,0.95,"Kairomone","No pheromone lure"
"D","StopNow","1",313,"Kettleman","Alm","No",38,32,2018-05-04,2018-04-27,0.842105263157895,"Kairomone","No pheromone lure"
"D","StopNow","3",332,"Kettleman","Alm","No",41,38,2018-05-04,2018-04-27,0.926829268292683,"Kairomone","No pheromone lure"
"D","StopNow","4",342,"Kettleman","Alm","No",47,40,2018-05-04,2018-04-27,0.851063829787234,"Kairomone","No pheromone lure"
"D","StopNow","5",354,"Kettleman","Alm","No",14,13,2018-05-04,2018-04-27,0.928571428571429,"Kairomone","No pheromone lure"
"D","StopNow","6",364,"Kettleman","Alm","No",45,45,2018-05-04,2018-04-27,1,"Kairomone","No pheromone lure"
"D","StopNow","7",371,"Kettleman","Alm","No",28,27,2018-05-04,2018-04-27,0.964285714285714,"Kairomone","No pheromone lure"
"D","StopNow","8",382,"Kettleman","Alm","No",44,40,2018-05-04,2018-04-27,0.909090909090909,"Kairomone","No pheromone lure"
"D","StopNow","1",313,"Kettleman","Alm","No",53,49,2018-05-16,2018-05-04,0.924528301886792,"Kairomone","No pheromone lure"
"D","StopNow","2",322,"Kettleman","Alm","No",21,19,2018-05-16,2018-05-04,0.904761904761905,"Kairomone","No pheromone lure"
"D","StopNow","3",332,"Kettleman","Alm","No",42,37,2018-05-16,2018-05-04,0.880952380952381,"Kairomone","No pheromone lure"
"D","StopNow","4",342,"Kettleman","Alm","No",47,43,2018-05-16,2018-05-04,0.914893617021277,"Kairomone","No pheromone lure"
"D","StopNow","5",354,"Kettleman","Alm","No",11,11,2018-05-16,2018-05-04,1,"Kairomone","No pheromone lure"
"D","StopNow","6",364,"Kettleman","Alm","No",46,38,2018-05-16,2018-05-04,0.826086956521739,"Kairomone","No pheromone lure"
"D","StopNow","7",371,"Kettleman","Alm","No",26,25,2018-05-16,2018-05-04,0.961538461538462,"Kairomone","No pheromone lure"
"D","StopNow","8",382,"Kettleman","Alm","No",27,25,2018-05-16,2018-05-04,0.925925925925926,"Kairomone","No pheromone lure"
"D","StopNow","1",313,"Kettleman","Alm","No",16,12,2018-05-25,2018-05-16,0.75,"Kairomone","No pheromone lure"
"D","StopNow","2",322,"Kettleman","Alm","No",13,8,2018-05-25,2018-05-16,0.615384615384615,"Kairomone","No pheromone lure"
"D","StopNow","3",332,"Kettleman","Alm","No",12,8,2018-05-25,2018-05-16,0.666666666666667,"Kairomone","No pheromone lure"
"D","StopNow","4",342,"Kettleman","Alm","No",16,9,2018-05-25,2018-05-16,0.5625,"Kairomone","No pheromone lure"
"D","StopNow","5",354,"Kettleman","Alm","No",6,4,2018-05-25,2018-05-16,0.666666666666667,"Kairomone","No pheromone lure"
"D","StopNow","6",364,"Kettleman","Alm","No",14,8,2018-05-25,2018-05-16,0.571428571428571,"Kairomone","No pheromone lure"
"D","StopNow","7",371,"Kettleman","Alm","No",9,5,2018-05-25,2018-05-16,0.555555555555556,"Kairomone","No pheromone lure"
"D","StopNow","8",382,"Kettleman","Alm","No",6,4,2018-05-25,2018-05-16,0.666666666666667,"Kairomone","No pheromone lure"
"D","StopNow","1",313,"Kettleman","Alm","No",2,2,2018-05-29,2018-05-25,1,"Kairomone","No pheromone lure"
"D","StopNow","2",322,"Kettleman","Alm","No",3,3,2018-05-29,2018-05-25,1,"Kairomone","No pheromone lure"
"D","StopNow","3",332,"Kettleman","Alm","No",1,1,2018-05-29,2018-05-25,1,"Kairomone","No pheromone lure"
"D","StopNow","4",342,"Kettleman","Alm","No",3,2,2018-05-29,2018-05-25,0.666666666666667,"Kairomone","No pheromone lure"
"D","StopNow","5",354,"Kettleman","Alm","No",0,0,2018-05-29,2018-05-25,NA,"Kairomone","No pheromone lure"
"D","StopNow","6",364,"Kettleman","Alm","No",1,1,2018-05-29,2018-05-25,1,"Kairomone","No pheromone lure"
"D","StopNow","7",371,"Kettleman","Alm","No",5,4,2018-05-29,2018-05-25,0.8,"Kairomone","No pheromone lure"
"D","StopNow","8",382,"Kettleman","Alm","No",2,1,2018-05-29,2018-05-25,0.5,"Kairomone","No pheromone lure"
"D","StopNow","1",414,"Kettleman","Pis","No",2,2,2018-04-13,2018-04-06,1,"Kairomone","No pheromone lure"
"D","StopNow","2",423,"Kettleman","Pis","No",0,0,2018-04-13,2018-04-06,NA,"Kairomone","No pheromone lure"
"D","StopNow","3",435,"Kettleman","Pis","No",0,0,2018-04-13,2018-04-06,NA,"Kairomone","No pheromone lure"
"D","StopNow","4",442,"Kettleman","Pis","No",0,0,2018-04-13,2018-04-06,NA,"Kairomone","No pheromone lure"
"D","StopNow","5",451,"Kettleman","Pis","No",5,5,2018-04-13,2018-04-06,1,"Kairomone","No pheromone lure"
"D","StopNow","6",465,"Kettleman","Pis","No",1,1,2018-04-13,2018-04-06,1,"Kairomone","No pheromone lure"
"D","StopNow","7",471,"Kettleman","Pis","No",3,3,2018-04-13,2018-04-06,1,"Kairomone","No pheromone lure"
"D","StopNow","8",484,"Kettleman","Pis","No",1,1,2018-04-13,2018-04-06,1,"Kairomone","No pheromone lure"
"D","StopNow","1",414,"Kettleman","Pis","No",3,3,2018-04-27,2018-04-13,1,"Kairomone","No pheromone lure"
"D","StopNow","2",423,"Kettleman","Pis","No",5,5,2018-04-27,2018-04-13,1,"Kairomone","No pheromone lure"
"D","StopNow","3",435,"Kettleman","Pis","No",19,18,2018-04-27,2018-04-13,0.947368421052632,"Kairomone","No pheromone lure"
"D","StopNow","4",442,"Kettleman","Pis","No",10,10,2018-04-27,2018-04-13,1,"Kairomone","No pheromone lure"
"D","StopNow","5",451,"Kettleman","Pis","No",13,9,2018-04-27,2018-04-13,0.692307692307692,"Kairomone","No pheromone lure"
"D","StopNow","6",465,"Kettleman","Pis","No",9,9,2018-04-27,2018-04-13,1,"Kairomone","No pheromone lure"
"D","StopNow","7",471,"Kettleman","Pis","No",11,9,2018-04-27,2018-04-13,0.818181818181818,"Kairomone","No pheromone lure"
"D","StopNow","8",484,"Kettleman","Pis","No",28,24,2018-04-27,2018-04-13,0.857142857142857,"Kairomone","No pheromone lure"
"D","StopNow","2",423,"Kettleman","Pis","No",3,3,2018-05-07,2018-04-27,1,"Kairomone","No pheromone lure"
"D","StopNow","3",435,"Kettleman","Pis","No",5,5,2018-05-07,2018-04-27,1,"Kairomone","No pheromone lure"
"D","StopNow","4",442,"Kettleman","Pis","No",14,13,2018-05-07,2018-04-27,0.928571428571429,"Kairomone","No pheromone lure"
"D","StopNow","5",451,"Kettleman","Pis","No",2,1,2018-05-07,2018-04-27,0.5,"Kairomone","No pheromone lure"
"D","StopNow","6",465,"Kettleman","Pis","No",9,9,2018-05-07,2018-04-27,1,"Kairomone","No pheromone lure"
"D","StopNow","7",471,"Kettleman","Pis","No",7,6,2018-05-07,2018-04-27,0.857142857142857,"Kairomone","No pheromone lure"
"D","StopNow","8",484,"Kettleman","Pis","No",9,6,2018-05-07,2018-04-27,0.666666666666667,"Kairomone","No pheromone lure"
"D","StopNow","1",414,"Kettleman","Pis","No",3,3,2018-05-17,2018-05-04,1,"Kairomone","No pheromone lure"
"D","StopNow","2",423,"Kettleman","Pis","No",2,2,2018-05-17,2018-05-04,1,"Kairomone","No pheromone lure"
"D","StopNow","3",435,"Kettleman","Pis","No",3,1,2018-05-17,2018-05-04,0.333333333333333,"Kairomone","No pheromone lure"
"D","StopNow","4",442,"Kettleman","Pis","No",1,1,2018-05-17,2018-05-04,1,"Kairomone","No pheromone lure"
"D","StopNow","5",451,"Kettleman","Pis","No",3,3,2018-05-17,2018-05-04,1,"Kairomone","No pheromone lure"
"D","StopNow","6",465,"Kettleman","Pis","No",7,6,2018-05-17,2018-05-04,0.857142857142857,"Kairomone","No pheromone lure"
"D","StopNow","7",471,"Kettleman","Pis","No",5,4,2018-05-17,2018-05-04,0.8,"Kairomone","No pheromone lure"
"D","StopNow","8",484,"Kettleman","Pis","No",4,4,2018-05-17,2018-05-04,1,"Kairomone","No pheromone lure"
"D","StopNow","1",414,"Kettleman","Pis","No",0,0,2018-05-24,2018-05-17,NA,"Kairomone","No pheromone lure"
"D","StopNow","2",423,"Kettleman","Pis","No",0,0,2018-05-24,2018-05-17,NA,"Kairomone","No pheromone lure"
"D","StopNow","3",435,"Kettleman","Pis","No",2,2,2018-05-24,2018-05-17,1,"Kairomone","No pheromone lure"
"D","StopNow","4",442,"Kettleman","Pis","No",2,2,2018-05-24,2018-05-17,1,"Kairomone","No pheromone lure"
"D","StopNow","5",451,"Kettleman","Pis","No",0,0,2018-05-24,2018-05-17,NA,"Kairomone","No pheromone lure"
"D","StopNow","6",465,"Kettleman","Pis","No",1,1,2018-05-24,2018-05-17,1,"Kairomone","No pheromone lure"
"D","StopNow","7",471,"Kettleman","Pis","No",0,0,2018-05-24,2018-05-17,NA,"Kairomone","No pheromone lure"
"D","StopNow","8",484,"Kettleman","Pis","No",0,0,2018-05-24,2018-05-17,NA,"Kairomone","No pheromone lure"
"D","StopNow","1",414,"Kettleman","Pis","No",0,0,2018-05-29,2018-05-24,NA,"Kairomone","No pheromone lure"
"D","StopNow","2",423,"Kettleman","Pis","No",0,0,2018-05-29,2018-05-24,NA,"Kairomone","No pheromone lure"
"D","StopNow","3",435,"Kettleman","Pis","No",1,1,2018-05-29,2018-05-24,1,"Kairomone","No pheromone lure"
"D","StopNow","4",442,"Kettleman","Pis","No",0,0,2018-05-29,2018-05-24,NA,"Kairomone","No pheromone lure"
"D","StopNow","5",451,"Kettleman","Pis","No",0,0,2018-05-29,2018-05-24,NA,"Kairomone","No pheromone lure"
"D","StopNow","6",465,"Kettleman","Pis","No",0,0,2018-05-29,2018-05-24,NA,"Kairomone","No pheromone lure"
"D","StopNow","7",471,"Kettleman","Pis","No",0,0,2018-05-29,2018-05-24,NA,"Kairomone","No pheromone lure"
"D","StopNow","8",484,"Kettleman","Pis","No",3,3,2018-05-29,2018-05-24,1,"Kairomone","No pheromone lure"
"D","StopNow","1",414,"Kettleman","Pis","No",1,0,2018-06-07,2018-05-29,0,"Kairomone","No pheromone lure"
"D","StopNow","2",423,"Kettleman","Pis","No",1,1,2018-06-07,2018-05-29,1,"Kairomone","No pheromone lure"
"D","StopNow","3",435,"Kettleman","Pis","No",2,1,2018-06-07,2018-05-29,0.5,"Kairomone","No pheromone lure"
"D","StopNow","4",442,"Kettleman","Pis","No",4,2,2018-06-07,2018-05-29,0.5,"Kairomone","No pheromone lure"
"D","StopNow","5",451,"Kettleman","Pis","No",1,1,2018-06-07,2018-05-29,1,"Kairomone","No pheromone lure"
"D","StopNow","6",465,"Kettleman","Pis","No",8,5,2018-06-07,2018-05-29,0.625,"Kairomone","No pheromone lure"
"D","StopNow","7",471,"Kettleman","Pis","No",2,2,2018-06-07,2018-05-29,1,"Kairomone","No pheromone lure"
"D","StopNow","8",484,"Kettleman","Pis","No",10,4,2018-06-07,2018-05-29,0.4,"Kairomone","No pheromone lure"
"D","StopNow","1",213,"VistaVerde","Pis","Yes",8,7,2018-04-30,2018-04-09,0.875,"Kairomone","No pheromone lure"
"D","StopNow","2",223,"VistaVerde","Pis","Yes",4,4,2018-04-30,2018-04-09,1,"Kairomone","No pheromone lure"
"D","StopNow","4",242,"VistaVerde","Pis","Yes",21,19,2018-04-30,2018-04-09,0.904761904761905,"Kairomone","No pheromone lure"
